=== token stream (1011875840 tokens) ===
model snapshot at /workspace/.cache/huggingface/hub/models--unsloth--Llama-3.2-1B/snapshots/9535bd9b1d1dea6acafbdc4813b728796aeb28da
[r1] stream batch 5328/30880: 86,270,976/500,000,000 (38,138 pos/s)
[r0] stream batch 5296/30880: 85,752,832/500,000,000 (37,865 pos/s)
[r1] stream batch 5344/30880: 86,530,048/500,000,000 (38,140 pos/s)
[r0] stream batch 5312/30880: 86,011,904/500,000,000 (37,869 pos/s)
[r1] stream batch 5360/30880: 86,789,120/500,000,000 (38,144 pos/s)
[r0] stream batch 5328/30880: 86,270,976/500,000,000 (37,873 pos/s)
[r1] stream batch 5376/30880: 87,048,192/500,000,000 (38,146 pos/s)
[r0] stream batch 5344/30880: 86,530,048/500,000,000 (37,875 pos/s)
[r1] stream batch 5392/30880: 87,307,264/500,000,000 (38,148 pos/s)
[r0] stream batch 5360/30880: 86,789,120/500,000,000 (37,879 pos/s)
[r1] stream batch 5408/30880: 87,566,336/500,000,000 (38,151 pos/s)
[r0] stream batch 5376/30880: 87,048,192/500,000,000 (37,882 pos/s)
[r1] stream batch 5424/30880: 87,825,408/500,000,000 (38,152 pos/s)
[r0] stream batch 5392/30880: 87,307,264/500,000,000 (37,885 pos/s)
[r1] stream batch 5440/30880: 88,084,480/500,000,000 (38,154 pos/s)
[r0] stream batch 5408/30880: 87,566,336/500,000,000 (37,888 pos/s)
[r1] stream batch 5456/30880: 88,343,552/500,000,000 (38,156 pos/s)
[r0] stream batch 5424/30880: 87,825,408/500,000,000 (37,891 pos/s)
[r1] stream batch 5472/30880: 88,602,624/500,000,000 (38,158 pos/s)
[r0] stream batch 5440/30880: 88,084,480/500,000,000 (37,893 pos/s)
[r1] stream batch 5488/30880: 88,861,696/500,000,000 (38,159 pos/s)
[r0] stream batch 5456/30880: 88,343,552/500,000,000 (37,898 pos/s)
[r1] stream batch 5504/30880: 89,120,768/500,000,000 (38,163 pos/s)
[r0] stream batch 5472/30880: 88,602,624/500,000,000 (37,900 pos/s)
[r1] stream batch 5520/30880: 89,379,840/500,000,000 (38,165 pos/s)
[r0] stream batch 5488/30880: 88,861,696/500,000,000 (37,903 pos/s)
[r1] stream batch 5536/30880: 89,638,912/500,000,000 (38,166 pos/s)
[r0] stream batch 5504/30880: 89,120,768/500,000,000 (37,907 pos/s)
[r1] stream batch 5552/30880: 89,897,984/500,000,000 (38,168 pos/s)
[r0] stream batch 5520/30880: 89,379,840/500,000,000 (37,910 pos/s)
[r1] stream batch 5568/30880: 90,157,056/500,000,000 (38,171 pos/s)
[r0] stream batch 5536/30880: 89,638,912/500,000,000 (37,912 pos/s)
[r1] stream batch 5584/30880: 90,416,128/500,000,000 (38,174 pos/s)
[r0] stream batch 5552/30880: 89,897,984/500,000,000 (37,914 pos/s)
[r1] stream batch 5600/30880: 90,675,200/500,000,000 (38,176 pos/s)
[r0] stream batch 5568/30880: 90,157,056/500,000,000 (37,917 pos/s)
[r1] stream batch 5616/30880: 90,934,272/500,000,000 (38,178 pos/s)
[r0] stream batch 5584/30880: 90,416,128/500,000,000 (37,921 pos/s)
[r1] stream batch 5632/30880: 91,193,344/500,000,000 (38,182 pos/s)
[r0] stream batch 5600/30880: 90,675,200/500,000,000 (37,923 pos/s)
[r1] stream batch 5648/30880: 91,452,416/500,000,000 (38,184 pos/s)
[r0] stream batch 5616/30880: 90,934,272/500,000,000 (37,926 pos/s)
[r1] stream batch 5664/30880: 91,711,488/500,000,000 (38,187 pos/s)
[r0] stream batch 5632/30880: 91,193,344/500,000,000 (37,931 pos/s)
[r1] stream batch 5680/30880: 91,970,560/500,000,000 (38,191 pos/s)
[r0] stream batch 5648/30880: 91,452,416/500,000,000 (37,934 pos/s)
[r1] stream batch 5696/30880: 92,229,632/500,000,000 (38,193 pos/s)
[r0] stream batch 5664/30880: 91,711,488/500,000,000 (37,937 pos/s)
[r1] stream batch 5712/30880: 92,488,704/500,000,000 (38,197 pos/s)
[r0] stream batch 5680/30880: 91,970,560/500,000,000 (37,941 pos/s)
[r1] stream batch 5728/30880: 92,747,776/500,000,000 (38,199 pos/s)
[r0] stream batch 5696/30880: 92,229,632/500,000,000 (37,944 pos/s)
[r1] stream batch 5744/30880: 93,006,848/500,000,000 (38,202 pos/s)
[r0] stream batch 5712/30880: 92,488,704/500,000,000 (37,947 pos/s)
[r1] stream batch 5760/30880: 93,265,920/500,000,000 (38,206 pos/s)
[r0] stream batch 5728/30880: 92,747,776/500,000,000 (37,951 pos/s)
[r1] stream batch 5776/30880: 93,524,992/500,000,000 (38,207 pos/s)
[r0] stream batch 5744/30880: 93,006,848/500,000,000 (37,955 pos/s)
[r1] stream batch 5792/30880: 93,784,064/500,000,000 (38,206 pos/s)
[r0] stream batch 5760/30880: 93,265,920/500,000,000 (37,959 pos/s)
[r1] stream batch 5808/30880: 94,043,136/500,000,000 (38,206 pos/s)
[r0] stream batch 5776/30880: 93,524,992/500,000,000 (37,961 pos/s)
[r1] stream batch 5824/30880: 94,302,208/500,000,000 (38,209 pos/s)
[r0] stream batch 5792/30880: 93,784,064/500,000,000 (37,961 pos/s)
[r1] stream batch 5840/30880: 94,561,280/500,000,000 (38,211 pos/s)
[r0] stream batch 5808/30880: 94,043,136/500,000,000 (37,963 pos/s)
[r1] stream batch 5856/30880: 94,820,352/500,000,000 (38,214 pos/s)
[r0] stream batch 5824/30880: 94,302,208/500,000,000 (37,964 pos/s)
[r1] stream batch 5872/30880: 95,079,424/500,000,000 (38,218 pos/s)
[r0] stream batch 5840/30880: 94,561,280/500,000,000 (37,967 pos/s)
[r1] stream batch 5888/30880: 95,338,496/500,000,000 (38,219 pos/s)
[r0] stream batch 5856/30880: 94,820,352/500,000,000 (37,970 pos/s)
[r1] stream batch 5904/30880: 95,597,568/500,000,000 (38,223 pos/s)
[r0] stream batch 5872/30880: 95,079,424/500,000,000 (37,974 pos/s)
[r1] stream batch 5920/30880: 95,856,640/500,000,000 (38,225 pos/s)
[r0] stream batch 5888/30880: 95,338,496/500,000,000 (37,978 pos/s)
[r1] stream batch 5936/30880: 96,115,712/500,000,000 (38,227 pos/s)
[r0] stream batch 5904/30880: 95,597,568/500,000,000 (37,981 pos/s)
[r1] stream batch 5952/30880: 96,374,784/500,000,000 (38,229 pos/s)
[r0] stream batch 5920/30880: 95,856,640/500,000,000 (37,983 pos/s)
[r1] stream batch 5968/30880: 96,633,856/500,000,000 (38,233 pos/s)
[r0] stream batch 5936/30880: 96,115,712/500,000,000 (37,986 pos/s)
[r1] stream batch 5984/30880: 96,892,928/500,000,000 (38,239 pos/s)
[r0] stream batch 5952/30880: 96,374,784/500,000,000 (37,988 pos/s)
[r1] stream batch 6000/30880: 97,152,000/500,000,000 (38,241 pos/s)
[r0] stream batch 5968/30880: 96,633,856/500,000,000 (37,994 pos/s)
[r1] stream batch 6016/30880: 97,411,072/500,000,000 (38,244 pos/s)
[r0] stream batch 5984/30880: 96,892,928/500,000,000 (38,000 pos/s)
[r1] stream batch 6032/30880: 97,670,144/500,000,000 (38,246 pos/s)
[r0] stream batch 6000/30880: 97,152,000/500,000,000 (38,002 pos/s)
[r1] stream batch 6048/30880: 97,929,216/500,000,000 (38,247 pos/s)
[r0] stream batch 6016/30880: 97,411,072/500,000,000 (38,004 pos/s)
[r1] stream batch 6064/30880: 98,188,288/500,000,000 (38,248 pos/s)
[r0] stream batch 6032/30880: 97,670,144/500,000,000 (38,006 pos/s)
[r1] stream batch 6080/30880: 98,447,360/500,000,000 (38,249 pos/s)
[r0] stream batch 6048/30880: 97,929,216/500,000,000 (38,008 pos/s)
[r1] stream batch 6096/30880: 98,706,432/500,000,000 (38,252 pos/s)
[r0] stream batch 6064/30880: 98,188,288/500,000,000 (38,011 pos/s)
[r1] stream batch 6112/30880: 98,965,504/500,000,000 (38,255 pos/s)
[r0] stream batch 6080/30880: 98,447,360/500,000,000 (38,012 pos/s)
[r1] stream batch 6128/30880: 99,224,576/500,000,000 (38,257 pos/s)
[r0] stream batch 6096/30880: 98,706,432/500,000,000 (38,014 pos/s)
[r1] stream batch 6144/30880: 99,483,648/500,000,000 (38,258 pos/s)
[r0] stream batch 6112/30880: 98,965,504/500,000,000 (38,017 pos/s)
[r1] stream batch 6160/30880: 99,742,720/500,000,000 (38,258 pos/s)
[r0] stream batch 6128/30880: 99,224,576/500,000,000 (38,018 pos/s)
[r1] stream batch 6176/30880: 100,001,792/500,000,000 (38,260 pos/s)
[r0] stream batch 6144/30880: 99,483,648/500,000,000 (38,022 pos/s)
[r1] stream batch 6192/30880: 100,260,864/500,000,000 (38,261 pos/s)
[r0] stream batch 6160/30880: 99,742,720/500,000,000 (38,025 pos/s)
[r1] stream batch 6208/30880: 100,519,936/500,000,000 (38,263 pos/s)
[r0] stream batch 6176/30880: 100,001,792/500,000,000 (38,026 pos/s)
[r1] stream batch 6224/30880: 100,779,008/500,000,000 (38,265 pos/s)
[r0] stream batch 6192/30880: 100,260,864/500,000,000 (38,028 pos/s)
[r1] stream batch 6240/30880: 101,038,080/500,000,000 (38,269 pos/s)
[r0] stream batch 6208/30880: 100,519,936/500,000,000 (38,030 pos/s)
[r1] stream batch 6256/30880: 101,297,152/500,000,000 (38,275 pos/s)
[r0] stream batch 6224/30880: 100,779,008/500,000,000 (38,032 pos/s)
[r1] stream batch 6272/30880: 101,556,224/500,000,000 (38,277 pos/s)
[r0] stream batch 6240/30880: 101,038,080/500,000,000 (38,035 pos/s)
[r1] stream batch 6288/30880: 101,815,296/500,000,000 (38,279 pos/s)
[r0] stream batch 6256/30880: 101,297,152/500,000,000 (38,042 pos/s)
[r1] stream batch 6304/30880: 102,074,368/500,000,000 (38,281 pos/s)
[r0] stream batch 6272/30880: 101,556,224/500,000,000 (38,047 pos/s)
[r1] stream batch 6320/30880: 102,333,440/500,000,000 (38,283 pos/s)
[r0] stream batch 6288/30880: 101,815,296/500,000,000 (38,051 pos/s)
[r1] stream batch 6336/30880: 102,592,512/500,000,000 (38,285 pos/s)
[r0] stream batch 6304/30880: 102,074,368/500,000,000 (38,054 pos/s)
[r1] stream batch 6352/30880: 102,851,584/500,000,000 (38,287 pos/s)
[r0] stream batch 6320/30880: 102,333,440/500,000,000 (38,057 pos/s)
[r1] stream batch 6368/30880: 103,110,656/500,000,000 (38,289 pos/s)
[r0] stream batch 6336/30880: 102,592,512/500,000,000 (38,061 pos/s)
[r1] stream batch 6384/30880: 103,369,728/500,000,000 (38,291 pos/s)
[r0] stream batch 6352/30880: 102,851,584/500,000,000 (38,062 pos/s)
[r1] stream batch 6400/30880: 103,628,800/500,000,000 (38,292 pos/s)
[r0] stream batch 6368/30880: 103,110,656/500,000,000 (38,064 pos/s)
[r1] stream batch 6416/30880: 103,887,872/500,000,000 (38,296 pos/s)
[r0] stream batch 6384/30880: 103,369,728/500,000,000 (38,066 pos/s)
[r1] stream batch 6432/30880: 104,146,944/500,000,000 (38,297 pos/s)
[r0] stream batch 6400/30880: 103,628,800/500,000,000 (38,069 pos/s)
[r1] stream batch 6448/30880: 104,406,016/500,000,000 (38,300 pos/s)
[r0] stream batch 6416/30880: 103,887,872/500,000,000 (38,072 pos/s)
[r1] stream batch 6464/30880: 104,665,088/500,000,000 (38,302 pos/s)
[r0] stream batch 6432/30880: 104,146,944/500,000,000 (38,074 pos/s)
[r1] stream batch 6480/30880: 104,924,160/500,000,000 (38,303 pos/s)
[r0] stream batch 6448/30880: 104,406,016/500,000,000 (38,076 pos/s)
[r1] stream batch 6496/30880: 105,183,232/500,000,000 (38,303 pos/s)
[r0] stream batch 6464/30880: 104,665,088/500,000,000 (38,080 pos/s)
[r1] stream batch 6512/30880: 105,442,304/500,000,000 (38,305 pos/s)
[r0] stream batch 6480/30880: 104,924,160/500,000,000 (38,082 pos/s)
[r1] stream batch 6528/30880: 105,701,376/500,000,000 (38,306 pos/s)
[r0] stream batch 6496/30880: 105,183,232/500,000,000 (38,084 pos/s)
[r1] stream batch 6544/30880: 105,960,448/500,000,000 (38,307 pos/s)
[r0] stream batch 6512/30880: 105,442,304/500,000,000 (38,087 pos/s)
[r1] stream batch 6560/30880: 106,219,520/500,000,000 (38,308 pos/s)
[r0] stream batch 6528/30880: 105,701,376/500,000,000 (38,091 pos/s)
[r1] stream batch 6576/30880: 106,478,592/500,000,000 (38,312 pos/s)
[r0] stream batch 6544/30880: 105,960,448/500,000,000 (38,093 pos/s)
[r1] stream batch 6592/30880: 106,737,664/500,000,000 (38,315 pos/s)
[r0] stream batch 6560/30880: 106,219,520/500,000,000 (38,093 pos/s)
[r1] stream batch 6608/30880: 106,996,736/500,000,000 (38,317 pos/s)
[r0] stream batch 6576/30880: 106,478,592/500,000,000 (38,097 pos/s)
[r1] stream batch 6624/30880: 107,255,808/500,000,000 (38,319 pos/s)
[r0] stream batch 6592/30880: 106,737,664/500,000,000 (38,099 pos/s)
[r1] stream batch 6640/30880: 107,514,880/500,000,000 (38,322 pos/s)
[r0] stream batch 6608/30880: 106,996,736/500,000,000 (38,102 pos/s)
[r1] stream batch 6656/30880: 107,773,952/500,000,000 (38,324 pos/s)
[r0] stream batch 6624/30880: 107,255,808/500,000,000 (38,105 pos/s)
[r1] stream batch 6672/30880: 108,033,024/500,000,000 (38,327 pos/s)
[r0] stream batch 6640/30880: 107,514,880/500,000,000 (38,107 pos/s)
[r1] stream batch 6688/30880: 108,292,096/500,000,000 (38,330 pos/s)
[r0] stream batch 6656/30880: 107,773,952/500,000,000 (38,108 pos/s)
[r1] stream batch 6704/30880: 108,551,168/500,000,000 (38,333 pos/s)
[r0] stream batch 6672/30880: 108,033,024/500,000,000 (38,111 pos/s)
[r1] stream batch 6720/30880: 108,810,240/500,000,000 (38,335 pos/s)
[r0] stream batch 6688/30880: 108,292,096/500,000,000 (38,114 pos/s)
[r1] stream batch 6736/30880: 109,069,312/500,000,000 (38,335 pos/s)
[r0] stream batch 6704/30880: 108,551,168/500,000,000 (38,117 pos/s)
[r1] stream batch 6752/30880: 109,328,384/500,000,000 (38,338 pos/s)
[r0] stream batch 6720/30880: 108,810,240/500,000,000 (38,120 pos/s)
[r1] stream batch 6768/30880: 109,587,456/500,000,000 (38,341 pos/s)
[r0] stream batch 6736/30880: 109,069,312/500,000,000 (38,122 pos/s)
[r1] stream batch 6784/30880: 109,846,528/500,000,000 (38,343 pos/s)
[r0] stream batch 6752/30880: 109,328,384/500,000,000 (38,123 pos/s)
[r1] stream batch 6800/30880: 110,105,600/500,000,000 (38,345 pos/s)
[r0] stream batch 6768/30880: 109,587,456/500,000,000 (38,126 pos/s)
[r1] stream batch 6816/30880: 110,364,672/500,000,000 (38,346 pos/s)
[r0] stream batch 6784/30880: 109,846,528/500,000,000 (38,130 pos/s)
[r1] stream batch 6832/30880: 110,623,744/500,000,000 (38,348 pos/s)
[r0] stream batch 6800/30880: 110,105,600/500,000,000 (38,133 pos/s)
[r1] stream batch 6848/30880: 110,882,816/500,000,000 (38,349 pos/s)
[r0] stream batch 6816/30880: 110,364,672/500,000,000 (38,134 pos/s)
[r1] stream batch 6864/30880: 111,141,888/500,000,000 (38,352 pos/s)
[r0] stream batch 6832/30880: 110,623,744/500,000,000 (38,137 pos/s)
[r1] stream batch 6880/30880: 111,400,960/500,000,000 (38,353 pos/s)
[r0] stream batch 6848/30880: 110,882,816/500,000,000 (38,139 pos/s)
[r1] stream batch 6896/30880: 111,660,032/500,000,000 (38,356 pos/s)
[r0] stream batch 6864/30880: 111,141,888/500,000,000 (38,141 pos/s)
[r1] stream batch 6912/30880: 111,919,104/500,000,000 (38,357 pos/s)
[r0] stream batch 6880/30880: 111,400,960/500,000,000 (38,144 pos/s)
[r1] stream batch 6928/30880: 112,178,176/500,000,000 (38,358 pos/s)
[r0] stream batch 6896/30880: 111,660,032/500,000,000 (38,148 pos/s)
[r1] stream batch 6944/30880: 112,437,248/500,000,000 (38,361 pos/s)
[r0] stream batch 6912/30880: 111,919,104/500,000,000 (38,150 pos/s)
[r1] stream batch 6960/30880: 112,696,320/500,000,000 (38,363 pos/s)
[r0] stream batch 6928/30880: 112,178,176/500,000,000 (38,151 pos/s)
[r1] stream batch 6976/30880: 112,955,392/500,000,000 (38,364 pos/s)
[r0] stream batch 6944/30880: 112,437,248/500,000,000 (38,154 pos/s)
[r1] stream batch 6992/30880: 113,214,464/500,000,000 (38,367 pos/s)
[r0] stream batch 6960/30880: 112,696,320/500,000,000 (38,157 pos/s)
[r1] stream batch 7008/30880: 113,473,536/500,000,000 (38,367 pos/s)
[r0] stream batch 6976/30880: 112,955,392/500,000,000 (38,159 pos/s)
[r1] stream batch 7024/30880: 113,732,608/500,000,000 (38,368 pos/s)
[r0] stream batch 6992/30880: 113,214,464/500,000,000 (38,163 pos/s)
[r1] stream batch 7040/30880: 113,991,680/500,000,000 (38,370 pos/s)
[r0] stream batch 7008/30880: 113,473,536/500,000,000 (38,164 pos/s)
[r1] stream batch 7056/30880: 114,250,752/500,000,000 (38,372 pos/s)
[r0] stream batch 7024/30880: 113,732,608/500,000,000 (38,166 pos/s)
[r1] stream batch 7072/30880: 114,509,824/500,000,000 (38,374 pos/s)
[r0] stream batch 7040/30880: 113,991,680/500,000,000 (38,170 pos/s)
[r1] stream batch 7088/30880: 114,768,896/500,000,000 (38,376 pos/s)
[r0] stream batch 7056/30880: 114,250,752/500,000,000 (38,171 pos/s)
[r1] stream batch 7104/30880: 115,027,968/500,000,000 (38,380 pos/s)
[r0] stream batch 7072/30880: 114,509,824/500,000,000 (38,175 pos/s)
[r1] stream batch 7120/30880: 115,287,040/500,000,000 (38,379 pos/s)
[r0] stream batch 7088/30880: 114,768,896/500,000,000 (38,177 pos/s)
[r1] stream batch 7136/30880: 115,546,112/500,000,000 (38,381 pos/s)
[r0] stream batch 7104/30880: 115,027,968/500,000,000 (38,180 pos/s)
[r1] stream batch 7152/30880: 115,805,184/500,000,000 (38,384 pos/s)
[r0] stream batch 7120/30880: 115,287,040/500,000,000 (38,180 pos/s)
[r1] stream batch 7168/30880: 116,064,256/500,000,000 (38,385 pos/s)
[r0] stream batch 7136/30880: 115,546,112/500,000,000 (38,181 pos/s)
[r1] stream batch 7184/30880: 116,323,328/500,000,000 (38,386 pos/s)
[r0] stream batch 7152/30880: 115,805,184/500,000,000 (38,182 pos/s)
[r1] stream batch 7200/30880: 116,582,400/500,000,000 (38,387 pos/s)
[r0] stream batch 7168/30880: 116,064,256/500,000,000 (38,183 pos/s)
[r1] stream batch 7216/30880: 116,841,472/500,000,000 (38,388 pos/s)
[r0] stream batch 7184/30880: 116,323,328/500,000,000 (38,185 pos/s)
[r1] stream batch 7232/30880: 117,100,544/500,000,000 (38,390 pos/s)
[r0] stream batch 7200/30880: 116,582,400/500,000,000 (38,186 pos/s)
[r1] stream batch 7248/30880: 117,359,616/500,000,000 (38,391 pos/s)
[r0] stream batch 7216/30880: 116,841,472/500,000,000 (38,188 pos/s)
[r1] stream batch 7264/30880: 117,618,688/500,000,000 (38,396 pos/s)
[r0] stream batch 7232/30880: 117,100,544/500,000,000 (38,190 pos/s)
[r1] stream batch 7280/30880: 117,877,760/500,000,000 (38,399 pos/s)
[r0] stream batch 7248/30880: 117,359,616/500,000,000 (38,192 pos/s)
[r1] stream batch 7296/30880: 118,136,832/500,000,000 (38,402 pos/s)
[r0] stream batch 7264/30880: 117,618,688/500,000,000 (38,194 pos/s)
[r1] stream batch 7312/30880: 118,395,904/500,000,000 (38,402 pos/s)
[r0] stream batch 7280/30880: 117,877,760/500,000,000 (38,197 pos/s)
[r1] stream batch 7328/30880: 118,654,976/500,000,000 (38,405 pos/s)
[r0] stream batch 7296/30880: 118,136,832/500,000,000 (38,201 pos/s)
[r1] stream batch 7344/30880: 118,914,048/500,000,000 (38,406 pos/s)
[r0] stream batch 7312/30880: 118,395,904/500,000,000 (38,203 pos/s)
[r1] stream batch 7360/30880: 119,173,120/500,000,000 (38,408 pos/s)
[r0] stream batch 7328/30880: 118,654,976/500,000,000 (38,205 pos/s)
[r1] stream batch 7376/30880: 119,432,192/500,000,000 (38,410 pos/s)
[r0] stream batch 7344/30880: 118,914,048/500,000,000 (38,207 pos/s)
[r1] stream batch 7392/30880: 119,691,264/500,000,000 (38,412 pos/s)
[r0] stream batch 7360/30880: 119,173,120/500,000,000 (38,210 pos/s)
[r1] stream batch 7408/30880: 119,950,336/500,000,000 (38,414 pos/s)
[r0] stream batch 7376/30880: 119,432,192/500,000,000 (38,211 pos/s)
[r1] stream batch 7424/30880: 120,209,408/500,000,000 (38,416 pos/s)
[r0] stream batch 7392/30880: 119,691,264/500,000,000 (38,214 pos/s)
[r1] stream batch 7440/30880: 120,468,480/500,000,000 (38,417 pos/s)
[r0] stream batch 7408/30880: 119,950,336/500,000,000 (38,215 pos/s)
[r1] stream batch 7456/30880: 120,727,552/500,000,000 (38,418 pos/s)
[r0] stream batch 7424/30880: 120,209,408/500,000,000 (38,218 pos/s)
[r1] stream batch 7472/30880: 120,986,624/500,000,000 (38,419 pos/s)
[r0] stream batch 7440/30880: 120,468,480/500,000,000 (38,221 pos/s)
[r1] stream batch 7488/30880: 121,245,696/500,000,000 (38,421 pos/s)
[r0] stream batch 7456/30880: 120,727,552/500,000,000 (38,223 pos/s)
[r1] stream batch 7504/30880: 121,504,768/500,000,000 (38,423 pos/s)
[r0] stream batch 7472/30880: 120,986,624/500,000,000 (38,226 pos/s)
[r1] stream batch 7520/30880: 121,763,840/500,000,000 (38,425 pos/s)
[r0] stream batch 7488/30880: 121,245,696/500,000,000 (38,227 pos/s)
[r1] stream batch 7536/30880: 122,022,912/500,000,000 (38,426 pos/s)
[r0] stream batch 7504/30880: 121,504,768/500,000,000 (38,228 pos/s)
[r1] stream batch 7552/30880: 122,281,984/500,000,000 (38,428 pos/s)
[r0] stream batch 7520/30880: 121,763,840/500,000,000 (38,230 pos/s)
[r1] stream batch 7568/30880: 122,541,056/500,000,000 (38,429 pos/s)
[r0] stream batch 7536/30880: 122,022,912/500,000,000 (38,232 pos/s)
[r1] stream batch 7584/30880: 122,800,128/500,000,000 (38,429 pos/s)
[r0] stream batch 7552/30880: 122,281,984/500,000,000 (38,233 pos/s)
[r1] stream batch 7600/30880: 123,059,200/500,000,000 (38,433 pos/s)
[r0] stream batch 7568/30880: 122,541,056/500,000,000 (38,235 pos/s)
[r1] stream batch 7616/30880: 123,318,272/500,000,000 (38,436 pos/s)
[r0] stream batch 7584/30880: 122,800,128/500,000,000 (38,236 pos/s)
[r1] stream batch 7632/30880: 123,577,344/500,000,000 (38,440 pos/s)
[r0] stream batch 7600/30880: 123,059,200/500,000,000 (38,240 pos/s)
[r1] stream batch 7648/30880: 123,836,416/500,000,000 (38,440 pos/s)
[r0] stream batch 7616/30880: 123,318,272/500,000,000 (38,244 pos/s)
[r1] stream batch 7664/30880: 124,095,488/500,000,000 (38,441 pos/s)
[r0] stream batch 7632/30880: 123,577,344/500,000,000 (38,249 pos/s)
[r1] stream batch 7680/30880: 124,354,560/500,000,000 (38,442 pos/s)
[r0] stream batch 7648/30880: 123,836,416/500,000,000 (38,250 pos/s)
[r1] stream batch 7696/30880: 124,613,632/500,000,000 (38,443 pos/s)
[r0] stream batch 7664/30880: 124,095,488/500,000,000 (38,252 pos/s)
[r1] stream batch 7712/30880: 124,872,704/500,000,000 (38,444 pos/s)
[r0] stream batch 7680/30880: 124,354,560/500,000,000 (38,253 pos/s)
[r1] stream batch 7728/30880: 125,131,776/500,000,000 (38,444 pos/s)
[r0] stream batch 7696/30880: 124,613,632/500,000,000 (38,254 pos/s)
[r1] stream batch 7744/30880: 125,390,848/500,000,000 (38,446 pos/s)
[r0] stream batch 7712/30880: 124,872,704/500,000,000 (38,255 pos/s)
[r1] stream batch 7760/30880: 125,649,920/500,000,000 (38,449 pos/s)
[r0] stream batch 7728/30880: 125,131,776/500,000,000 (38,257 pos/s)
[r1] stream batch 7776/30880: 125,908,992/500,000,000 (38,450 pos/s)
[r0] stream batch 7744/30880: 125,390,848/500,000,000 (38,260 pos/s)
[r1] stream batch 7792/30880: 126,168,064/500,000,000 (38,453 pos/s)
[r0] stream batch 7760/30880: 125,649,920/500,000,000 (38,262 pos/s)
[r1] stream batch 7808/30880: 126,427,136/500,000,000 (38,454 pos/s)
[r0] stream batch 7776/30880: 125,908,992/500,000,000 (38,265 pos/s)
[r1] stream batch 7824/30880: 126,686,208/500,000,000 (38,459 pos/s)
[r0] stream batch 7792/30880: 126,168,064/500,000,000 (38,267 pos/s)
[r1] stream batch 7840/30880: 126,945,280/500,000,000 (38,461 pos/s)
[r0] stream batch 7808/30880: 126,427,136/500,000,000 (38,269 pos/s)
[r1] stream batch 7856/30880: 127,204,352/500,000,000 (38,464 pos/s)
[r0] stream batch 7824/30880: 126,686,208/500,000,000 (38,273 pos/s)
[r1] stream batch 7872/30880: 127,463,424/500,000,000 (38,465 pos/s)
[r0] stream batch 7840/30880: 126,945,280/500,000,000 (38,275 pos/s)
[r1] stream batch 7888/30880: 127,722,496/500,000,000 (38,466 pos/s)
[r0] stream batch 7856/30880: 127,204,352/500,000,000 (38,276 pos/s)
[r1] stream batch 7904/30880: 127,981,568/500,000,000 (38,466 pos/s)
[r0] stream batch 7872/30880: 127,463,424/500,000,000 (38,278 pos/s)
[r1] stream batch 7920/30880: 128,240,640/500,000,000 (38,468 pos/s)
[r0] stream batch 7888/30880: 127,722,496/500,000,000 (38,279 pos/s)
[r1] stream batch 7936/30880: 128,499,712/500,000,000 (38,470 pos/s)
[r0] stream batch 7904/30880: 127,981,568/500,000,000 (38,282 pos/s)
[r1] stream batch 7952/30880: 128,758,784/500,000,000 (38,471 pos/s)
[r0] stream batch 7920/30880: 128,240,640/500,000,000 (38,284 pos/s)
[r1] stream batch 7968/30880: 129,017,856/500,000,000 (38,474 pos/s)
[r0] stream batch 7936/30880: 128,499,712/500,000,000 (38,285 pos/s)
[r1] stream batch 7984/30880: 129,276,928/500,000,000 (38,478 pos/s)
[r0] stream batch 7952/30880: 128,758,784/500,000,000 (38,287 pos/s)
[r1] stream batch 8000/30880: 129,536,000/500,000,000 (38,480 pos/s)
[r0] stream batch 7968/30880: 129,017,856/500,000,000 (38,288 pos/s)
[r1] stream batch 8016/30880: 129,795,072/500,000,000 (38,482 pos/s)
[r0] stream batch 7984/30880: 129,276,928/500,000,000 (38,292 pos/s)
[r1] stream batch 8032/30880: 130,054,144/500,000,000 (38,484 pos/s)
[r0] stream batch 8000/30880: 129,536,000/500,000,000 (38,294 pos/s)
[r1] stream batch 8048/30880: 130,313,216/500,000,000 (38,486 pos/s)
[r0] stream batch 8016/30880: 129,795,072/500,000,000 (38,296 pos/s)
[r1] stream batch 8064/30880: 130,572,288/500,000,000 (38,487 pos/s)
[r0] stream batch 8032/30880: 130,054,144/500,000,000 (38,298 pos/s)
[r1] stream batch 8080/30880: 130,831,360/500,000,000 (38,487 pos/s)
[r0] stream batch 8048/30880: 130,313,216/500,000,000 (38,298 pos/s)
[r1] stream batch 8096/30880: 131,090,432/500,000,000 (38,489 pos/s)
[r0] stream batch 8064/30880: 130,572,288/500,000,000 (38,300 pos/s)
[r1] stream batch 8112/30880: 131,349,504/500,000,000 (38,491 pos/s)
[r0] stream batch 8080/30880: 130,831,360/500,000,000 (38,301 pos/s)
[r1] stream batch 8128/30880: 131,608,576/500,000,000 (38,493 pos/s)
[r0] stream batch 8096/30880: 131,090,432/500,000,000 (38,303 pos/s)
[r1] stream batch 8144/30880: 131,867,648/500,000,000 (38,496 pos/s)
[r0] stream batch 8112/30880: 131,349,504/500,000,000 (38,305 pos/s)
[r1] stream batch 8160/30880: 132,126,720/500,000,000 (38,498 pos/s)
[r0] stream batch 8128/30880: 131,608,576/500,000,000 (38,307 pos/s)
